GameId,GameName,Description
205494,"Machi Koro: Bright Lights, Big City","You've done a great job as Mayor! Machi Koro: Bright Lights, Big City shows how popular Machi Koro has become! What started as a sleepy town of cheese factories and wheat fields has become a hot tourist destination!<br/><br/>Explore the night life of Machi Koro with a new gameplay set-up that makes each game play unique without ever slowing down the high-paced fun or losing any of the original charm.<br/><br/>Machi Koro: Bright Lights, Big City is a standalone, fast-paced game for 2-5 players. Each player wants to develop the city on their own terms in order to complete all of the landmarks under construction faster than their rivals. On their turn, each player rolls one or two dice. If the sum of the dice rolled matches the number of a building that a player owns, they get the effect of that building; in some cases opponents will also benefit from your die (just as you can benefit from theirs). Then, with money in hand a player can build a landmark or a new building, ideally adding to the wealth of his city on future turns. The first player to construct all of their landmarks wins!<br/><br/>"
341919,Magic Mountain,"In Magic Mountain, a.k.a. Zauberberg, you want to move the sorcerers' apprentices down the mountain ahead of the witches &mdash; but you don't always know how the will-o'-the-wisps will make the figures move.<br/><br/>To set up, place supports on the game board to elevate the starting area, then place six sorcerers' apprentices in the back row and four witches on their designated starting spaces. Add the five colored will-o'-the-wisp marbles to the bag.<br/><br/>On a turn, draw a will-o'-the-wisp, then place it at the top of one of the six starting channels and let it go. If the will-o'-the-wisp hits a figure, the ball will stop. Pick up this figure and move it to the next open colored space on the winding path that matches the color of the will-o'-the-wisp. If you're moving a sorcerers' apprentice, you might want to do it quickly because if the will-o'-the-wisp hits that same figure, you can move it once again! Don't rush moving the witches, though, since you want them to move as little as possible. If a will-o'-the-wisp doesn't hit any figures, then you must move a witch of your choice to the next matching colored space. Once all five will-o'-the-wisps have been drawn, return them to the bag and start again.<br/><br/>If you manage to move four sorcerers' apprentices to the bottom of the mountain before three witches get there, you win! You can adjust the difficulty of the game by requiring more sorcerers' apprentices or fewer witches or both. Alternatively, you can play the game competitively, with each player or team trying to get their group of four figures down the mountain first.<br/><br/>[Admin note: Magic Mountain is listed for 2-6 players, whereas Zauberberg is listed for 1-4 players, but the gameplay seems identical in both releases.]<br/><br/>"
463,Magic: The Gathering,"<br/><br/><br/>    <br/>        GAME SYSTEM<br/><br/>    <br/>    <br/>         This entry is to allow for discussion/rating of the game system as a whole. It is not for a specific product or release. Versions will appear on the individual item pages.<br/><br/>    <br/><br/><br/>From the official website:  In the Magic game, you play the role of a planeswalker&mdash;a powerful wizard who fights other planeswalkers for glory, knowledge, and conquest. Your deck of cards represents all the weapons in your arsenal. It contains the spells you know and the creatures you can summon to fight for you.<br/><br/>This is the grandfather of the collectible card game (or CCG) genre.  Cards are categorized as common, uncommon, rare, and mythic rare.  Players collect cards and build decks out of their collection.<br/><br/>Players build a deck of cards and duel against an opponent's deck.  Players are wizards attempting to reduce their opponent's life total to zero.  The first player to reduce his opponent's life to zero (or meet another set win condition) wins the game.<br/><br/>An important part of the game is deck construction, which is done prior to the actual game by selecting what cards are included in a particular deck.  There are nearly 20,000 different cards from which to build your deck!<br/><br/>Cards can be lands, which usually generate mana of various colors, or spells, which require a certain amount of mana to be used.  Some cards (creatures, artifacts, and enchantments) stay on the board and continue to affect the game, while others have a one-time effect.<br/><br/>Players randomly draw spells to see what they get and can play each turn.  Although this limits your choices, there is a lot of strategy in how you play those spells.  A robust list of game mechanics, including intricate rules for reactive card play called &quot;the stack,&quot; provide for rich tactics and tough choices each turn.<br/><br/>Though traditionally a two-player duel, there are several casual and tournament formats to Magic that allow more players to play.<br/><br/>"
167698,Magic: The Gathering – Arena of the Planeswalkers,"In the Magic: The Gathering &ndash; Arena of the Planeswalkers, players customize the battlefield by designing the map then placing terrain and powerful glyphs. Then players choose one of five different Planeswalkers and move their figure and unique creature squads around the map in a race to out-maneuver opponents and gain tactical advantages! Cast devastating spells, summon powerful squads, and tap into your unique Planeswalker abilities to defeat your opponents. Be the last Planeswalker standing to win!<br/><br/>The game takes place on the drifting, mana-rich world of Shandalar.<br/><br/>"
231309,Magic: The Gathering – Explorers of Ixalan,"An out-of-the-box multiplayer Magic experience. Defeat your opponents as you search for the lost city.<br/><br/>New Game Tiles<br/>Explore the tile-based map, uncovering bonuses that will swing the tide of battle in your favor! Explorers of Ixalan is a multiplayer free-for-all battle, so don't let your opponents conquer your site tiles!<br/><br/>Quests and Events<br/>Some tiles you discover will have immediate effects on the game, while others will reward you when their conditions are met.<br/><br/>The Golden City Awaits<br/>Play as one one of four rival tribes: Vampires, Pirates, Merfolk, or Dinosaurs. Defend the city against your opponents and claim dominion over Ixalan!<br/><br/>Discover Ixalan<br/>Map tiles bring the game to different locations across Ixalan. The inner jungles of Ixalan conceal many powerful secrets!<br/><br/>New Artwork<br/>Along with your four 60-card decks, you will find 8 new pieces of Magic artwork!<br/><br/>&mdash;description from the publisher<br/><br/>"
283863,The Magnificent,"The Magnificent is a tightly designed Eurogame from the creators of Santa Maria set in a mystical world beautifully illustrated by French artist Martin Mottet.<br/><br/>In the game, players are competing to attract the largest audiences to their shows, featuring magnificent performers. In the process, you must expand your camp by placing Tetris-style tiles on your player board, gather elements needed for the shows, and set up performances in your tents.<br/><br/>On your turn, you take one die from the supply. The value of the chosen die is your strength. Add to this the value of all dice of the same color that you have already collected, then use this strength to carry out one of three main actions: build, travel or perform. The more strength you have, the better the action will be, but at the end of the round, you must pay &mdash; in coins &mdash; the total of your highest-valued dice color. Thus, taking dice of the same color makes for better actions, but will cost more coins.<br/><br/>After each player has taken four turns, the round ends. Each player must discard one of their ringmaster cards and score points according to its requirements. After three rounds, the game ends, and the player who has collected the most points wins.<br/><br/>In more detail, players start the game with four ringmaster cards and a unique trainer tile. Each ringmaster card provides a special ability (which is triggered when you place a die on it) and a unique end-of-round scoring opportunity. When you choose a ringmaster card to discard and score at the end of the round, you must therefore also take into consideration which special abilities you want to keep.<br/><br/>In addition to your main action, you may use trainers on your personal unique trainer tiles or on common trainer spaces on the game board for various benefits.<br/><br/>At the end of each round, in order of the players' highest-ranked performances, players choose a new ringmaster card and a trainer tile, providing new abilities and scoring opportunities for the next round.<br/><br/>"
230080,Majesty: For the Realm,"The crown is up for grabs to whoever can build the richest domain and seize it from their rivals. It'll take a whole kingdom's worth of people to accomplish this monumental task. Rally your citizens, grow your power, and reign supreme in Majesty: For the Realm, a game of strategically selecting who you want to work your lands set during the Middle Ages. Each game, you recruit characters to perform jobs that generate gold for your kingdom. Some characters work better with others, opening many paths to victory. Whether you choose to be a silver-tongued monarch who rules with mercy, or an iron-fisted tyrant who crushes their rivals, the fate of the land rests with you.<br/><br/>From the humble Miller to the elegant Noble, all of your loyal subjects will play a decisive role in your new kingdom. Some might grow the food needed to feed your many subjects, while others lead attacks on other kingdoms and weaken your rivals. They all help generate gold in their own way, but your decisions will determine how well they work together. It is up to you to find the combination that helps your kingdom rise while stymying your opponents' efforts. Raise your banners, fill your coffers, and stake your claim for the realm!<br/><br/>"
312243,Make Make,"In the strategy game Make Make, each person represents the chief of one of the clans that inhabit Rapa Nui. Each clan seeks control of the island's territories, which will allow them to perform the ceremonial rites dedicated to the god Make Make, who will then make the chief of the clan the new Ariki of the island that will govern and give prosperity to the Rapanui people.<br/><br/>Each player starts the game with one chief token, five Tangata Manu tokens, and eleven dominance tokens. Twelve Moai tokens are placed to the side, and the Make Make figure is placed in the center of the game board, which has a trapezoidal-shaped hex grid on it, with the intersection of any three hexes (called &quot;territories&quot;) being marked as a ceremonial ground. The six territories surrounding Make Make are &quot;sacred territories&quot;.<br/><br/>A turn consists of a dominance phase, then a ceremonial phase. In the dominance phase, each player takes one of three actions:<br/><br/><br/>    Take control of a neutral territory by placing one or more of your dominance tokens on this hex, whether with or without your chief; a chief is worth three dominance tokens.<br/>    Take control of a territory owned by another player by placing more dominance tokens in this hex than they have; the other player returns all of their tokens to their reserve.<br/>    Withdraw from a territory by returning all but one dominance token to your reserve.<br/><br/><br/>If you ever control at least three sacred territories and more sacred territories than each other player, then you gain control of Make Make (possibly from another player), placing the figure in front of you. No player can place tokens in the central space, even after Make Make has been claimed.<br/><br/>During the ceremonial phase, if you control a territory and control all of its surrounding territories and have your chief token and at least Tangata Manu on these territories, then you return tokens on this surrounded territory to your reserve and place a Moai on this territory instead. A territory with a Moai on it is considered to be controlled by all clans, and a Moai cannot be removed from the game board.<br/><br/>Next in the ceremonial phase, if you have control of three territories surrounding a ceremonial ground, you place one of your Tangata Manu tokens on this ceremonial ground. If you lose control of one of these territories, remove the Tangata Manu from the board and return it to your reserve.<br/><br/>If you have all five of your Tangata Manu tokens on the board and you have the Make Make token in front of you, you win instantly.<br/><br/>"
260201,Manitoba,"The Canadian province of Manitoba is wild, fascinating, and almost without any limits: countless lakes, majestic mountains, a vast tundra in the north and endless prairies in the south. Manitoba &mdash; a country whose name derives directly from Manitou, the big spirit of creation of the American natives.<br/><br/>In Manitoba, players become clan leaders of the Cree tribe and try to become the chieftain of them all, but this is not easy as they have to cope with the capriciousness of nature and must provide material as well as spiritual richness for their clans.<br/><br/>In the course of the seasons, everyone has to consider several things: When and where do I plan to get active in the hunting grounds of Manitoba? Or would it be better now to emphasize spiritual development and walk on mystical paths? How can I exchange and exploit my resources cleverly? Players can also manipulate the wooden disks of the totem to influence the possibilities of all players strongly. Many situations demand wise decisions...<br/><br/>&mdash;description from the publisher<br/><br/>"
26033,Maratón Clásico,"A Mexican trivia game that was quite popular some years ago. Up to six players or teams can play. The players advance in a track of 42 spaces (or &quot;kilometers&quot;, hence the name of the game) by answering questions about six main themes. A black piece represented the runner from the &quot;Ignorance Country&quot;, a special player that advances every time nobody answers a question.<br/><br/>Because of the game's popularity, more editions were published: &quot;Marat&oacute;n Junior&quot;, for younger players with easier questions; &quot;Marat&oacute;n de los Famosos&quot;, with questions about celebrities of TV, sports, and music; &quot;Mi primer Marat&oacute;n&quot;, a very basic edition for children; and &quot;Marat&oacute;n con Opciones&quot;, a variant with 3 answers for each question, where players try to choose the correct option.<br/><br/>"
297978,Mariposas,"Every spring, millions of monarch butterflies leave Mexico to spread out across eastern North America. Every fall, millions fly back to Mexico. However, no single butterfly ever makes the round trip.<br/><br/>Mariposas is a game of movement and set collection that lets players be part of this amazing journey.<br/><br/>Mariposas is played in three seasons. In general, your butterflies try to head north in spring, spread out in summer, and return south in fall. The end of each season brings a scoring round, and at the end of fall, the player with the most successful family of butterflies &mdash; i.e., the most victory points &mdash; wins the game.<br/><br/>&mdash;description from the publisher<br/><br/>"
2392,Mastermind,"Guess the color of hidden pegs.  A deduction game where each player takes turn making a limited number of guesses, using logic to deduce what pegs the opponent has hidden.<br/><br/>One player secretly puts four colored pegs in the spaces behind a screen at once end of the game board. The other player, the code breaker, makes a series of guesses. After each guess, the code maker uses smaller pegs to tell the code breaker if their guessed pegs are the right color and in the right place, are the right color but the wrong place, or are the wrong color entirely. The code breaker makes another guess in the next row, building upon information from previous guesses, trying to match the pegs the code maker hid at the beginning of the game.<br/><br/>This is a two-player game with 4 holes. For other combinations, please see the Mastermind Family.<br/><br/>"
8126,Maya,"From Terminal City Gamers webpage:<br/><br/>The new 'big-box' game from Abacus is called Maya and takes us back to the heyday of the Mayan culture. Players take part in the construction of pyramids in centers such as Chichen Itza and Palenque, in order to receive the greatest portion of gold from the Mayan leaders. However, the help of workers is required to quarry and transport the stones required for the pyramids to the building sites.<br/><br/>Maya is for 3-5 players, lasts 60-90 minutes, and is a tactical card- and building-game. It will be published in the well-known Abacus box &ndash; the same sized box as Hare and Tortoise or Canyon. The game is the first title by author Bernd Eisenstein. Editing of the game was performed by Grunspan.<br/><br/>"
331652,Mazescape: Ariadne,"Mazescape is a fascinating and intriguing game of labyrinths for one player that guarantees intense brain racking moments as you search for the exit. It is a game you can take anywhere and play time and time again to discover all the different nooks and crannies of the seven maps included.<br/><br/>It is a completely unique concept that promises to equally surprise and create headaches in equal measure. In this original game from Devir, you will unfold a map on the table, where you will start at the compass rose with the pointer you will find in the box, moving it along the labyrinth paths marked in white without ever lifting it from the map. You will have to open and close different parts of the map in search of the Impossible Triangle that will allow you to escape the maze. You can go under bridges, climb up ladders and run around in circles in the maze and in your own head until the exit finally leads you to&hellip; the next map!<br/><br/>Mazescape Ariadne places you in the ancient Crete of legend, where you must enter the famous labyrinth of Daedalus. You can rely solely on your wits to overcome the ordeals this box of maps provides, to reach the final challenge against the minotaur and help Ariadne escape. And when you have gotten out the first time, then you can dare to go back in and find all the hidden treasures that exist in the accursed maze.<br/><br/>&mdash;description from the publisher<br/><br/>"
331647,Mazescape: Labýrinthos,"Mazescape is a fascinating and intriguing game of labyrinths for one player that guarantees intense brain racking moments as you search for the exit. It is a game you can take anywhere and play time and time again to discover all the different nooks and crannies of the seven maps included.<br/><br/>It is a completely unique concept that promises to equally surprise and create headaches in equal measure. In this original game from Devir, you will unfold a map on the table, where you will start at the compass rose with the pointer you will find in the box, moving it along the labyrinth paths marked in white without ever lifting it from the map. You will have to open and close different parts of the map in search of the Impossible Triangle that will allow you to escape the maze. You can go under bridges, climb up ladders and run around in circles in the maze and in your own head until the exit finally leads you to&hellip; the next map!<br/><br/>In Mazescape: Lab&yacute;rinthos you will go through three well defined territories: the docks, the graveyard, and the mountain. The first of the maps will help you to understand the most essential concepts of the game. Then. from there, they will become progressively more complicated until reaching the final challenge. They also have a bunch of secondary objectives that you can explore to get the very most out of the game.<br/><br/>&mdash;description from the publisher<br/><br/>"
179794,Me Want Cookies!,"Description from the publisher:<br/><br/>Me Want Cookies! is a cute family game for 2-5 players in which each monster tries to be the first to find the correct dessert and gain the most points.<br/><br/>In more detail, you are a nice monster with a big appetite for desserts. For each course of the meal, only one monster can eat a dessert and only the right dessert. Spot it before the others devour it!<br/><br/>1. Roll the die to set the first dessert.<br/>2. Follow the licorice up to the dessert at the other end.<br/>3. Grab the right dessert!<br/><br/>"
180918,Méditations Foireuses,"M&eacute;ditations foireuses is the game that ends well when it ends badly.<br/><br/>The principle is accessible to everyone: you must end sentences, which you are given at the start of the game, in the most borked way possible!<br/>All of this is in a spirit of pure parody of proverbs, sayings and other more or less deep thoughts...<br/> An example dedicated to lovers of le droit de perdre (the publisher): &quot;nothing is used to accept defeat... except when we win for nothing.&quot;<br/> 4 rules are proposed with the game: <br/><br/>     respect nothing <br/>     play with a single card in hand <br/>     takes time to guess which player wrote each maxim <br/>     invent phrases by starting with the end!<br/><br/><br/><br/>In short, you find a original, crazy game, ideal for  raucous evenings and/or a surprising gift. It fits into your pocket and adapts to all opportunities! M&eacute;ditations Foireuses contains 55 cards and comes in its cardboard case.<br/><br/>"
131497,Meine ersten Spiele: Kleine Baumeister,"Game description from the publisher:<br/><br/>Master builder Matt is the head of the large construction site and there are lots of things to do! He has many plans for the colorful houses that have to be built today. The children help Tim the laborer transport new building blocks from the quarry to the construction sites.<br/><br/>In Little Builders, however, time passes quicker than you might think. Will you finish your houses in time before Matt and Tim's working day is over?<br/><br/>"
7688,Memory,"First published in today's form by Ravensburger in February 1959, have the rights for the brand name Memory.<br/><br/>There are versions known from Japan in the 16th century - matching pictures painted on shells. Known as Awase or Kai-awase. In USA and England known as Pairs, Pelmanism, or Concentration. But these are played with simple playing cards. In Switzerland was a domino-like game named Zwillingsspiel with the same roots. In Czech Republic this type of game is known as Pexeso. The name is an acronym of &quot;pekelně se soustřed!&quot;, which literally translates to &quot;hellishly focus!&quot;.  It usually consists of 32 pairs of square cards. There are thousands of Pexeso sets with different themes.  There are hundreds of different Memory games - starting with 24 cards for the youngest, with all kinds of animals, art, about countries, also a gay and a &quot;Breast Memory&quot;, several free giveaway Memory games published by companies.<br/><br/>Players lay a series of tiles upside down in random order.  Then proceed to uncover 2 at a time.  If they match, the player keeps both .  If they don;t the player loses his turn.<br/><br/>Game end when all tiles have been matched.  The player with the greater number of tiles wins.<br/><br/>"
11634,Mexican Train,"Mexican Train is a fairly recently developed variation of Domino train type games that has become extremely popular.  Because of its simplicity and interaction,  it can be played by nearly anyone, anywhere.  Depending on the type of game you play, it can last from a single, 20-minute game to a 12 round game lasting hours.<br/><br/>Although Mexican Train can be played with a standard set of Dominos, branded versions usually include a range of parts to facilitate play and highlight the theme, such as a train station, train pieces to mark players' trains and the &quot;Mexican train&quot;, and a &quot;woo woo!&quot; train whistle.  It is typically played with a set of double 12 dominoes (although double 6 and double 9 sets can be used with fewer players), and there are a variety of sets packaged by various manufactures as &quot;Mexican Train Dominoes&quot; that include all the necessary components to play.<br/><br/>A double-twelve domino set has 91 tiles. The goal is for the players to get rid of their dominoes. Starting with the highest double tile placed in the middle of the table, which is the station, each player creates a line of dominoes. This is their train. Another train, the &quot;Mexican Train,&quot; can be played on by anyone. In the event that a player cannot play at all, even after drawing a new tile, she must place a marker (often little colored plastic trains that come with the game) on their train which allows others to play on her train temporarily until the marker is removed.<br/><br/>As soon as one player is out of dominoes, the other players add up the value of their remaining tiles. At the end of the evening, the player with the lowest score is the winner.<br/><br/>"
191543,Micro Robots,"Micro Robots, a simultaneous play game inspired by Alex Randolph's classic Ricochet Robots, challenges players to quickly determine how a robot can move from one spot on the grid to another.<br/><br/>To set up, choose to use the black or copper side of the four game boards, then arrange them in a 2x2 square. Each game board shows nine dice, and once arranged the completed grid shows 36 dice, with the dice being numbered 1-6 and showing six colors, with each combination of number and color appearing exactly once. Roll the color die and number die to determine the starting location for the transparent robot, then mark this space with the transparent starting token.<br/><br/>In a round, roll the two dice to determine the target space; you can mark this space with a transparent victory token or simply have everyone remember which space they're trying to reach. Everyone simultaneously tries to figure out how to move the robot to the target space, and to move the robot, it must move orthogonally to a space that shares either the color or number of its current location. If the robot starts on &quot;3-green&quot;, for example, it can move orthogonally to any space that shows either a 3 or is green; if you'd move it to &quot;5-green&quot;, it can now once again move orthogonally to any space that shows either a 5 or is green; and so on.<br/><br/>As soon as a player has a solution, they yell out the number of moves, then take the robot and demonstrate the solution. If the solution takes exactly the number of moves claimed, the player earns a victory token; if not, the player gives one of their victory tokens (if they have any) to the player with the fewest tokens. In either case, the former target space becomes the new starting space for the next round.<br/><br/>If any player possesses five victory tokens, they win! If the 25 victory tokens are distributed before someone collects five, then whoever holds the most tokens wins, with ties being possible.<br/><br/>Expert Micro Robots players can increase the challenge of the game by placing the target victory token on the board, then rolling the two dice once again. The players must now determine a solution that first moves the robot to the space showing on the dice, then to the final destination.<br/><br/>The transparent robot in Micro Robots can also be used in Ricochet Robots. This robot moves like any other robot in that game except that for an additional move it can pass through a wall instead of stopping at it. It cannot move through the central barrier or the exterior walls, and the only target space on which it can land is the colored vortex.<br/><br/>"
590,Mille Bornes,"One Thousand Milestones. On French roads there were small marker stones giving the distance in kilometres to the next town. In this famous old French card game, players compete to drive 1000 km, dealing with hazards along the way. Draw a card to your hand, play or discard. You must lay a green traffic light to start, play cards showing mileage, dump hazards (flat tire, speed limit) on the other players, remedy hazards (spare tire, end of limit) from yourself, play safety cards (puncture proof), and try to be the first to clock up the distance.<br/><br/>"
158051,Mixamatou,"Observation game which stimulates the concentration. Find the common element on the displayed cards.﻿ The same hat, same cheeks or same jumper : three ways to combine cats and win the game by getting rid of all your cards.<br/><br/>"
7098,Monopoly: Deluxe Edition,"Released in 1995 for the 60th anniversary of Monopoly, Deluxe Edition has a variety of visual improvements over the original game, as well as some additional pawns. The box, board, and pieces are more detailed and colorful. There is a rotating holder for deed cards. Money is held in a fancier holder. It is all just fancier pieces.<br/>Gameplay is the same as the original Monopoly.<br/><br/>"
4209,Monza,"Monza is a car race game for children. Players roll six dice on their turn, and move their car according to the colors shown on the dice. The dice are identical, each having six different colors, one on each side. The board is a three-lane race track. Monza encourages tactical thinking as well as color recognition. The game states it is for children 5 and older, but 3-4 year olds can join in the fun as well.<br/><br/>Play sequence:<br/><br/>Six racing cars are standing on the starting grid, of the 3 lane racing board. But only the player who gets the right colors with the dice and makes clever combinations will be able to move rapidly ahead.<br/><br/>The first player throws all 6 dice. Now try to move your car according to the colors obtained. You must compare the colors of the dice with the colors of the squares directly ahead of your car.<br/><br/>After each single move, put aside the corresponding die. If you cannot use certain colors, your turn is over. Watch out! You can only move your car ahead and you must avoid the obstacle squares.<br/><br/>A change of lanes is only permitted if the far end of the neighboring square is situated ahead of the square where your car is. If your car lands on a square with a car in it, this car is moved back to the next available square in the same lane.<br/><br/>"
97329,El mundo de Águila Roja,"El Mundo de &Aacute;guila Roja (The World of Red Eagle) is a collectable card game based on the popular TV series of &Aacute;guila Roja, a success of TVE (Televisi&oacute;n Espa&ntilde;ola) and the producer Globomedia. The TV serie present the adventures of a avenging hero with martial arts training in the spanish XVII century.<br/><br/>The game has been designed by Globomedia and developed by a group of experts in collectable card games directed by Omar Sagol and Joel Calafell.<br/><br/>The basic collection includes 154 cards with the places, characters and more emblematic events of the TV series. The game is based on four factions, each one of as it has his own thematic deck and way to get the victory:<br/><br/>- The manipulative Clergy<br/>- The worker People<br/>- The powerful Royalty<br/>- The dark Conspirators.<br/><br/>The players must build a deck of 40 cards of his faction and neutral cards. This cards are played over the table to attack, defend, travel and activate special powers. The first player that reach 25 (or more) victory points and keep this avantage for one turn, will be the winner.<br/><br/>The games comes in 3 presentations:<br/><br/>- Starter Decks: with 2 ready-to-play decks. Each set presents 2 decks:&quot;Conspirator &amp; Royalty&quot; and &quot;Town &amp; Clergy&quot;.<br/>- Theme Decks: with one of the four factions in 56 cards decks.<br/>- Booster Packs: with assorted 5 cards in common, uncommon and rare type card.<br/><br/><br/>El Mundo de Aguila Roja es un Juego de Cartas Coleccionable (JCC) basado en la famosa serie de televisi&oacute;n espa&ntilde;ola, ambientada en el siglo XVII y que narra las aventuras de un justiciero vengador con entrenamiento de artes marciales.<br/><br/>En este juego, los jugadores pueden escoger a que bando pertenecer: el Clero manipulador, la poderosa Casa Real, los oscuros Conspiradores o el trabajador Pueblo. Los jugadores deber&aacute;n preparar un mazo de 40 cartas compuestas de Sucesos, Personajes y Lugares que ir&aacute;n jugando sobre la mesa para viajar, atacar, defenderse y activar habilidades especiales.<br/><br/>Cada bando tiene diferentes formas de conseguir la victoria que se consigue cuando uno de los jugadores alcanza 25 puntos o m&aacute;s y se mantiene victorioso un turno.<br/><br/>El juego viene en 3 presentaciones:<br/><br/>- Set de Iniciaci&oacute;n para 2 jugadores. Cada set con 2 barajas &quot;Conspiradores y Casa Real&quot; y &quot;Pueblo y Clero&quot;<br/>- Baraja tem&aacute;tica: con cada una de las 4 facciones en barajas de 56 cartas.<br/>- Sobres de refuerzo: con 5 cartas cada uno (rara, infrecuente y comunes).<br/><br/>"
204505,Museum,"It&rsquo;s the turn of the 20th century, the golden age of museums. As interest in and accessibility of museums grew exponentially, many institutions underwent an intense period of expansion on both an intellectual and physical level, searching to grow their collections for profit and science.<br/><br/>You play as a curator of one such museum and it&rsquo;s your job to build the biggest, most coherent collection that you can in this game of collection and bartering featuring over 300 individual illustrations by Vincent Dutrait and authentic architectural facts. But it&rsquo;s no simple task!<br/><br/>Each player in Museum has a small collection of relics to get them started, after which, they will have to send explorers around the world to uncover others. These relics each have a value which is either the cost to add them to your museum, or how much they contribute towards adding other relics to your museum. &ldquo;Spent&rdquo; Relics are added to your reserve. You can withdraw them from it by exchanging them for an equal number of items; however, your opponents also has access to your reserve!<br/><br/>During the game you will be required to assemble different collections. These can be from different categories (war, agriculture, architecture, etc) or periods (Ancient Egypt, Rome, Aztec, etc). Patron cards will give you bonus cards for amassing certain collections. Explorer cards will allow you to hire famous archeologists to confer bonuses to your museum and event cards will provide you with some game changing circumstances that you&rsquo;ll have to work around, based on historical events!<br/><br/>All these different elements make compiling your collection an interesting and sometimes tricky experience! At the end of the game points are scored based on collections and their value and the player with the most points wins!<br/><br/>Solo play unlocked as a Kickstarter exclusive.<br/><br/>"
295486,My City,"My City is a competitive legacy game in which you develop a city on your own playing board through the ages.<br/><br/>The game consists of 24 episodes, beginning with the development of a city in its early preindustrial stages and progressing through industrialization. During each game, players customize their experience by adding elements to their personal boards and adding cards to the game. Players' choices and action made during one session of gameplay carry over into the next session, creating a personalized gaming experience.<br/><br/>For players who do not want to experience My City as a legacy game, a double-sided game board offers an alternate set-up for repeatable play (some elements from the legacy experience are needed for the repeatable play game, players can unlock these elements by playing through the first 4 episodes).<br/><br/>"
41010,My First Carcassonne,"Story: On 14 July, the national holiday in France, the sheep, chickens and cows are set free in the town of Carcassonne. The children have great fun to catch the animals before dusk.<br/><br/>In Carcassonne Junior, a.k.a. My First Carcassonne, the players in turn draw a landscape tile and place it; unlike in normal Carcassonne, they always match. Amongst other features, the tiles show children in the player colors on the roads. Whenever a road is finished, every player places one of their meeples on each appropriate picture.<br/><br/>The first player who manages to place all of their meeples wins.<br/><br/>"
191004,My First Stone Age,"Travel to the past with Jonon and Jada, two stone age children, to rediscover how the first humans settled the world around them.<br/><br/>In My First Stone Age, a children's version of the Stone Age family game, the players collect goods and build their own settlement.<br/><br/>Players first explore the location of forest tokens surrounding the village. Flipping a forest token over indicates the movement of the player's meeple to an action spot on the board. Gather or trade resources, visit the construction site or get a helper token for the kid's dog Guff who will fetch any resource when it's time to build a hut. The construction site is where huts can be build. Each requires a different set of resources. A visit the to construction site also resets the forest tokens: Flip the tokens back over and swap a couple of them to introduce some challenge.<br/><br/>Use your memory to find the fastest paths to gather resources and built 3 huts before everyone else to be the winner of My First Stone Age.<br/><br/>"
7181,Myths and Legends,"The top-selling collectible card game from Chile for several years (I know, it sounds dubious), now released in English. An interesting combination of &quot;mana&quot;-style (in this case, &quot;mana&quot; = &quot;gold&quot;) creature summoning, and Star Wars CCG deck depletion to win. <br/>Each player has a certain amount of &quot;gold&quot; cards that they may play one of, each round. Gold is then moved from the &quot;reserve pile&quot;, where it is initially laid, to the &quot;spent pile&quot;. Spent gold is then used to summon all variety of mythological &quot;allies&quot; (beasts, gods, etc.), or &quot;totems&quot; (support items that remain on the table, enhancing your combat or gold producing abilities). Gold can also be kept in the reserve pile to be used to power &quot;talismans&quot; (think instants and interrupts), or to utilize special abilities that your &quot;allies&quot; have. Combat is resolved by comparing the &quot;power&quot; value on each card, if the attacker is higher, the difference is discarded from your opponent&rsquo;s deck. The first person to completely deplete their opponent's deck is the winner.<br/><br/>"
19996,Nacht der Magier,"The basic premise is simple: the board, resting on a platform, is full of wooden discs and trees and other bits. There's a ring of light in the middle, covered by a cardboard disc and a blazing fire. Cauldrons circle that disc. The goal is to get one's own cauldron to the ring of light by pushing the bits on the board.<br/><br/>You start pushing from the side of the board and push in one continuous movement until you hear a clack; something has fallen off the board. Your turn ends there. Next player is up, and this continues until someone's cauldron is in the ring of light.<br/><br/>The gimmick: the game is played in pitch black. When played in the dark, the fire, cauldrons, wizards (used to push the pieces) and the ring of light all glow, while the trees and discs turn invisible. The game can also be played in the light of the day, but it loses a lot of its charm.<br/><br/>Ages 6 and up.<br/><br/>"
217449,NMBR 9,"Numbers aren't worth anything in NMBR 9 unless they're off the ground floor and looking down from above.<br/><br/>The game includes twenty cards numbered 0-9 twice and eighty tiles numbered 0-9; each number tile is composed of squares in some arrangement. After shuffling the deck of cards, draw and reveal the first card. Each player takes a number tile matching the card and places it on the table. With each new card drawn after that, each player takes the appropriate number tile, then adds it to the tiles that they already have in play, with each player building their own arrangement of tiles.<br/><br/>The new tile must touch at least one other tile on the same level along one side of a square. A tile can also be placed on top of two or more other tiles as long as no part of the new tile overhangs the tiles below it; new tiles placed on this same level must touch at least one other tile, while also covering parts of at least two tiles and not overhanging.<br/><br/>Once all the cards have been drawn and the tiles placed, players take turns calculating their score. A tile on the bottom level &mdash; the 0th level, if you will &mdash; scores 0 points; a tile on the 1st level above this is worth as many points as the number on the tile; a tile on the 2nd level is worth twice the number on the tile; etc. Whoever scores the most points wins!<br/><br/>"
